left,right,match,prompt,completion,pred_ditto_new_wdc_small,pred_ditto_new_wdc_medium,pred_ditto_new_wdc_large
"title: AF-S FX 24-85MM F3.5-4.5G ED VR 
description: The Nikon AF-S NIKKOR 24-85mm f/3.5-4.5G ED VR Lens features a wide to medium tele 3.5x zoom and VR image stabilization. It's an excellent standard lens that can be used for everyday shooting. The 24 - 85mm focal length can cover everything from wide-angle shots to portrait shooting. It lets you shoot up to four shutter speeds slower, thanks to the VR Image Stabilization. And, it affords superior close focusing at 1.25 feet away from every focal length.In addition to the obvious advantages a reliable everyday lens provides, it also employs a 7-blade rounded diaphragm opening, three aspherical lens elements and one extra-low dispersion ED element. Product DescriptionThe Nikon AF-S NIKKOR 24-85mm f/3.5-4.5G ED VR Lens features a wide to medium tele 3.5x zoom and VR image stabilization. It's an excellent standard lens that can be used for everyday shooting. The 24 - 85mm focal length can cover everything from wide-angle shots to portrait shooting. It lets you shoot up to four
price: 9.99E2 
priceCurrency: NZD","title: Nikon AF-S 24-85mm f3.5-4.5 G ED VR 
description: Perfect for FX format Nikon DSLRs, this Nikon 24-85mm f3.5-4.5 G ED VR lens is extremely flexible and useful for a big range of uses. Starting at a very wide 24mm this lens can easily be used for landscapes and group shots and with its 3.6X optical zoom taking you out to 85mm you can carry it to capture your portraits and everything in between. With a brilliant build and optical construction as well as a very respectable aperture range the Nikon 24-85mm is a very versatile high-performance everyday lens.3.6X Zoom rangeFast f3.5-4.5 max apertureVR Stabiliser – Great for hand-held shootingFast and quiet ‘SWM’ AF motorAspherical elements & ED GlassView The Full Tech Sheet HERE 
price: 799.95 
priceCurrency: AUD",True,"title: AF-S FX 24-85MM F3.5-4.5G ED VR 
description: The Nikon AF-S NIKKOR 24-85mm f/3.5-4.5G ED VR Lens features a wide to medium tele 3.5x zoom and VR image stabilization. It's an excellent standard lens that can be used for everyday shooting. The 24 - 85mm focal length can cover everything from wide-angle shots to portrait shooting. It lets you shoot up to four shutter speeds slower, thanks to the VR Image Stabilization. And, it affords superior close focusing at 1.25 feet away from every focal length.In addition to the obvious advantages a reliable everyday lens provides, it also employs a 7-blade rounded diaphragm opening, three aspherical lens elements and one extra-low dispersion ED element. Product DescriptionThe Nikon AF-S NIKKOR 24-85mm f/3.5-4.5G ED VR Lens features a wide to medium tele 3.5x zoom and VR image stabilization. It's an excellent standard lens that can be used for everyday shooting. The 24 - 85mm focal length can cover everything from wide-angle shots to portrait shooting. It lets you shoot up to four
price: 9.99E2 
priceCurrency: NZD

###

title: Nikon AF-S 24-85mm f3.5-4.5 G ED VR 
description: Perfect for FX format Nikon DSLRs, this Nikon 24-85mm f3.5-4.5 G ED VR lens is extremely flexible and useful for a big range of uses. Starting at a very wide 24mm this lens can easily be used for landscapes and group shots and with its 3.6X optical zoom taking you out to 85mm you can carry it to capture your portraits and everything in between. With a brilliant build and optical construction as well as a very respectable aperture range the Nikon 24-85mm is a very versatile high-performance everyday lens.3.6X Zoom rangeFast f3.5-4.5 max apertureVR Stabiliser – Great for hand-held shootingFast and quiet ‘SWM’ AF motorAspherical elements & ED GlassView The Full Tech Sheet HERE 
price: 799.95 
priceCurrency: AUD

###

Same product?", yes,True,True,True
"title: Swiss Military Hanowa Flagship Horloge 
price: 199.00 
priceCurrency: EUR","brand: Swiss Military Hanowa 
title: Swiss Military Hanowa06-5161.2.04.007 Flagship Watch 
description: Black & Steel Swiss Made Watch with Date 
price: 235.00 
priceCurrency: GBP",True,"title: Swiss Military Hanowa Flagship Horloge 
price: 199.00 
priceCurrency: EUR

###

brand: Swiss Military Hanowa 
title: Swiss Military Hanowa06-5161.2.04.007 Flagship Watch 
description: Black & Steel Swiss Made Watch with Date 
price: 235.00 
priceCurrency: GBP

###

Same product?", yes,False,False,False
"title: 海盗船 110R Tempered Glass ATX, USB 3.1 Type-A, 5x 120mm or 3x 140mm Cooling, 5.25' x 1, 2.5' x 2. Combo 3.5'/2.5' Tray.Mid TowerGaming Case 
price: 159.00 
priceCurrency: AUD","brand: Corsair 
title: Corsair 110R Tempered Glass Mid-Tower ATX Case 
description: Product InformationA SUBTLE SHOWCASEThe 110R's minimalist design ensures that your system can fit in almost any environment and displays your components through a beautiful tempered glass side panel.FLEXIBLE STORAGE OPTIONSSupports up to four drives for the storage options you need: two 2.5in trays and two combo 3.5in / 2.5in trays in a removable cage, plus a 5.25in ODD bay.STRONG COOLING POTENTIALIncludes a 120mm fan to cool your components out-of-the-box, with room for up to 5x 120mm or 3x 140mm cooling fans or multiple radiators to keep your PC cool.FULL-LENGTH PSU COVERHide your PSU and cables out of sight, making immaculate builds easier to create than ever.KEEP YOUR SYSTEM CLEANRemovable dust filters in the floor, roof and front help keep your system clean long after the build is finished.UP-FRONT CONNECTIONSA front I/O panel with two USB 3.1 Type-A ports and a combined microphone/headphone jack provides easy access to your favorite devices.Item Code: CC-9011183-WWSh
price: 51.97 
priceCurrency: GBP",True,"title: 海盗船 110R Tempered Glass ATX, USB 3.1 Type-A, 5x 120mm or 3x 140mm Cooling, 5.25' x 1, 2.5' x 2. Combo 3.5'/2.5' Tray.Mid TowerGaming Case 
price: 159.00 
priceCurrency: AUD

###

brand: Corsair 
title: Corsair 110R Tempered Glass Mid-Tower ATX Case 
description: Product InformationA SUBTLE SHOWCASEThe 110R's minimalist design ensures that your system can fit in almost any environment and displays your components through a beautiful tempered glass side panel.FLEXIBLE STORAGE OPTIONSSupports up to four drives for the storage options you need: two 2.5in trays and two combo 3.5in / 2.5in trays in a removable cage, plus a 5.25in ODD bay.STRONG COOLING POTENTIALIncludes a 120mm fan to cool your components out-of-the-box, with room for up to 5x 120mm or 3x 140mm cooling fans or multiple radiators to keep your PC cool.FULL-LENGTH PSU COVERHide your PSU and cables out of sight, making immaculate builds easier to create than ever.KEEP YOUR SYSTEM CLEANRemovable dust filters in the floor, roof and front help keep your system clean long after the build is finished.UP-FRONT CONNECTIONSA front I/O panel with two USB 3.1 Type-A ports and a combined microphone/headphone jack provides easy access to your favorite devices.Item Code: CC-9011183-WWSh
price: 51.97 
priceCurrency: GBP

###

Same product?", yes,True,True,True
"title: Tissot T-Race Cycling T111.417.27.441.00 
price: 433.78 
priceCurrency: EUR","brand: APC 
title: APC Smart-UPS 1000 LCD 
price: 6645 
priceCurrency: SEK",False,"title: Tissot T-Race Cycling T111.417.27.441.00 
price: 433.78 
priceCurrency: EUR

###

brand: APC 
title: APC Smart-UPS 1000 LCD 
price: 6645 
priceCurrency: SEK

###

Same product?", no,False,False,False
"brand: Hikvision 
title: DS-7208HUHI-k2-P 8 Channel DVR Turbo 4.0 PoC 5MP 
description: DS-7208HUHI-K2-P Hikvision 8 channel DVR with PoC 5MP recording. Best CCTV system in UK 
price: 0.00 
priceCurrency: GBP","title: 8ch, PoC, Hikvision DVR, up to 8MP(8fps) TVI cameras supported 
description: 8ch DVR, up to 8MP HD-TVI, 5MP HD-AHD & 4MP HD-CVI cameras supported Power over Coax (PoC) model, allows the cameras to be powered by the DVR along the coax, no power pair required. Can be used with CAT5/6 UTP cable when used with our PoC video Baluns (product code BAL01P-POC) Auto-detects whether the camera is PoC or not 8MP@8fps, 5MP@12fps, 4MP@15fps & 2MP@25fps (frames/second). H.265 Pro+/H.265 Pro/H.265 video compression Up to 16 x cameras supported, 8 x HD-analogue + 8 x IP or up to 16 x IP only. Up to 10 TB capacity per HDD, 2 x HDD supported. 4 x Audio input supported. Support multiple VCA (Video Content Analytics) events for both analog and smart IP cameras. Dimensions (W × D × H), 380 × 320 × 48 mm 
price: 153.00 
priceCurrency: GBP",True,"brand: Hikvision 
title: DS-7208HUHI-k2-P 8 Channel DVR Turbo 4.0 PoC 5MP 
description: DS-7208HUHI-K2-P Hikvision 8 channel DVR with PoC 5MP recording. Best CCTV system in UK 
price: 0.00 
priceCurrency: GBP

###

title: 8ch, PoC, Hikvision DVR, up to 8MP(8fps) TVI cameras supported 
description: 8ch DVR, up to 8MP HD-TVI, 5MP HD-AHD & 4MP HD-CVI cameras supported Power over Coax (PoC) model, allows the cameras to be powered by the DVR along the coax, no power pair required. Can be used with CAT5/6 UTP cable when used with our PoC video Baluns (product code BAL01P-POC) Auto-detects whether the camera is PoC or not 8MP@8fps, 5MP@12fps, 4MP@15fps & 2MP@25fps (frames/second). H.265 Pro+/H.265 Pro/H.265 video compression Up to 16 x cameras supported, 8 x HD-analogue + 8 x IP or up to 16 x IP only. Up to 10 TB capacity per HDD, 2 x HDD supported. 4 x Audio input supported. Support multiple VCA (Video Content Analytics) events for both analog and smart IP cameras. Dimensions (W × D × H), 380 × 320 × 48 mm 
price: 153.00 
priceCurrency: GBP

###

Same product?", yes,False,False,False
"brand: Epson 
title: Epson TM-C7500G Yellow Ink Cartridge SJIC30P 
description: Please note that the ColorWorks C7500G Yellow Ink Cartridge SJIC30P is only compatible with Epson TM-C7500G Color Label Printers. 
price: 165.00 
priceCurrency: USD","title: Buy Quality Replica Audemars Piguet Royal Oak Chronograph Gray Dail Watch 26331IP.OO.1220IP.01 
description: Quality AAA Replica Audemars Piguet Royal Oak Chronograph Gray Dail Watch 26331IP.OO.1220IP.01 from online store for sale.",False,"brand: Epson 
title: Epson TM-C7500G Yellow Ink Cartridge SJIC30P 
description: Please note that the ColorWorks C7500G Yellow Ink Cartridge SJIC30P is only compatible with Epson TM-C7500G Color Label Printers. 
price: 165.00 
priceCurrency: USD

###

title: Buy Quality Replica Audemars Piguet Royal Oak Chronograph Gray Dail Watch 26331IP.OO.1220IP.01 
description: Quality AAA Replica Audemars Piguet Royal Oak Chronograph Gray Dail Watch 26331IP.OO.1220IP.01 from online store for sale.

###

Same product?", no,False,False,False
"title: Steering Stem Mount Base - RAM 342 
description: The RAM fork stem mount is one of the cleanest ways to mount small electronics on your motorcycle. Simply slide the assembly into the hole of the stem and tighten the machine screw to create a tight fit. This part is designed to fit into the cylindrical bore wall of fork stems and will work with stems that measure from 12 -20mm and 28mm or .5” – 1.10” at the following intervals: Metric Standard 12mm .5” 14mm .55” 16mm .63” 18mm .71” 20mm .79” 28mm 1.10” Material:Powder Coated Marine Grade Aluminum Ball Size:1\ Rubber Ball \B\ Size Note:RAM recommends that you review the installation instructions for this part prior to ordering. RAM 342 Stem Mount Installation Instructions Aprilia 2015 Aprilia RSV4 Factory APRC ABS 2014 Aprilia RSV4 Factory APRC ABS 2015 Aprilia RSV4 R APRC ABS 2014 Aprilia RSV4 R APRC ABS BMW 2007 BMW R1200ST 2006 BMW R1200ST 2005 BMW R1200ST 2015 BMW S1000RR 2014 BMW S1000RR 2013 BMW S1000RR 2012 BMW S1000RR 2011 BMW S1000RR 2010 BMW S1000RR 2009 BMW S100
price: 15.95 
priceCurrency: USD","title: Raymond Weil 5485-STC-00300 
price: 192300 
priceCurrency: KZT",False,"title: Steering Stem Mount Base - RAM 342 
description: The RAM fork stem mount is one of the cleanest ways to mount small electronics on your motorcycle. Simply slide the assembly into the hole of the stem and tighten the machine screw to create a tight fit. This part is designed to fit into the cylindrical bore wall of fork stems and will work with stems that measure from 12 -20mm and 28mm or .5” – 1.10” at the following intervals: Metric Standard 12mm .5” 14mm .55” 16mm .63” 18mm .71” 20mm .79” 28mm 1.10” Material:Powder Coated Marine Grade Aluminum Ball Size:1\ Rubber Ball \B\ Size Note:RAM recommends that you review the installation instructions for this part prior to ordering. RAM 342 Stem Mount Installation Instructions Aprilia 2015 Aprilia RSV4 Factory APRC ABS 2014 Aprilia RSV4 Factory APRC ABS 2015 Aprilia RSV4 R APRC ABS 2014 Aprilia RSV4 R APRC ABS BMW 2007 BMW R1200ST 2006 BMW R1200ST 2005 BMW R1200ST 2015 BMW S1000RR 2014 BMW S1000RR 2013 BMW S1000RR 2012 BMW S1000RR 2011 BMW S1000RR 2010 BMW S1000RR 2009 BMW S100
price: 15.95 
priceCurrency: USD

###

title: Raymond Weil 5485-STC-00300 
price: 192300 
priceCurrency: KZT

###

Same product?", no,False,False,False
"brand: APC 
title: APC Smart-UPS 1000 LCD 
price: 6645 
priceCurrency: SEK","brand: APC 
title: Bộ lưu điện UPS APC SRT6KRMXLI 6000VA Rackmount 
description: Thông số kỹ thuật Đánh giáBộ lưu điện APC SRT6KRMXLIOutput power capacity:6.0 KWatts / 6.0 kVAMax Configurable Power (Watts):6.0 KWatts / 6.0 kVANominal Output Voltage:230VOutput Voltage Distortion:Less than 2%Output Frequency (sync to mains):50/60Hz +/- 3 HzOther Output Voltages:220, 240Load Crest Factor:3 : 1Topology:Double Conversion OnlineWaveform type:Sine waveOutput Connections(2) IEC Jumpers (Battery Backup)(4) IEC 320 C19 (Battery Backup)(1) Hard Wire 3-wire (H N + G) (Battery Backup)(6) IEC 320 C13 (Battery Backup)Bypass:Internal Bypass (Automatic and Manual)InputNominal Input Voltage:230VInput frequency:40 - 70 Hz (auto sensing)Input Connections:Hard Wire 3 wire (1PH+N+G)Input voltage range for main operations:160 - 275VInput voltage adjustable range for mains operation:100 - 275 (half load)VOther Input Voltages:220, 240Batteries & RuntimeBattery type:Maintenance-free sealed Lead-Acid battery with suspended electrolyte : leakproofTypical recharge time:1.5hour(s)R
price: 60900000 
priceCurrency: VND",False,"brand: APC 
title: APC Smart-UPS 1000 LCD 
price: 6645 
priceCurrency: SEK

###

brand: APC 
title: Bộ lưu điện UPS APC SRT6KRMXLI 6000VA Rackmount 
description: Thông số kỹ thuật Đánh giáBộ lưu điện APC SRT6KRMXLIOutput power capacity:6.0 KWatts / 6.0 kVAMax Configurable Power (Watts):6.0 KWatts / 6.0 kVANominal Output Voltage:230VOutput Voltage Distortion:Less than 2%Output Frequency (sync to mains):50/60Hz +/- 3 HzOther Output Voltages:220, 240Load Crest Factor:3 : 1Topology:Double Conversion OnlineWaveform type:Sine waveOutput Connections(2) IEC Jumpers (Battery Backup)(4) IEC 320 C19 (Battery Backup)(1) Hard Wire 3-wire (H N + G) (Battery Backup)(6) IEC 320 C13 (Battery Backup)Bypass:Internal Bypass (Automatic and Manual)InputNominal Input Voltage:230VInput frequency:40 - 70 Hz (auto sensing)Input Connections:Hard Wire 3 wire (1PH+N+G)Input voltage range for main operations:160 - 275VInput voltage adjustable range for mains operation:100 - 275 (half load)VOther Input Voltages:220, 240Batteries & RuntimeBattery type:Maintenance-free sealed Lead-Acid battery with suspended electrolyte : leakproofTypical recharge time:1.5hour(s)R
price: 60900000 
priceCurrency: VND

###

Same product?", no,False,False,False
"brand: Brother 
title: Brother HL-L6200DW Business Laser Printer 
description: HL-L6200DW Business Laser Printer. The Brother HL-L6200DW monochrome laser printer is a great choice for busy offices and workgroups with higher print volumes that need a reliable printer with a low cost per page. Maximize your productivity with fast printing up to 48ppm and automatic two-sided printing, and help lower your operating costs with a super high-yield replacement toner cartridge. Reduce paper refills with a 520-sheet capacity paper tray that holds more than a ream of paper or for even greater paper capacity add optional trays for a total capacity of 1,610 sheets. Advanced security features help protect sensitive documents and prevent unauthorized printing. Plus, enjoy flexible connectivity with Gigabit Ethernet and wireless network interfaces, and convenient mobile device printing. 
price: 229.99 
priceCurrency: USD","title: Originele inkjetcartridge Brother LC1220BK zwart 
price: 15.21 
priceCurrency: EUR",False,"brand: Brother 
title: Brother HL-L6200DW Business Laser Printer 
description: HL-L6200DW Business Laser Printer. The Brother HL-L6200DW monochrome laser printer is a great choice for busy offices and workgroups with higher print volumes that need a reliable printer with a low cost per page. Maximize your productivity with fast printing up to 48ppm and automatic two-sided printing, and help lower your operating costs with a super high-yield replacement toner cartridge. Reduce paper refills with a 520-sheet capacity paper tray that holds more than a ream of paper or for even greater paper capacity add optional trays for a total capacity of 1,610 sheets. Advanced security features help protect sensitive documents and prevent unauthorized printing. Plus, enjoy flexible connectivity with Gigabit Ethernet and wireless network interfaces, and convenient mobile device printing. 
price: 229.99 
priceCurrency: USD

###

title: Originele inkjetcartridge Brother LC1220BK zwart 
price: 15.21 
priceCurrency: EUR

###

Same product?", no,False,False,False
"title: iPhone XR Screen - Fix Kit / новое / Part Only / новое 
description: Glass Digitizer Face6.1 inch IPS LCD 828×1792 Display Front Panel FrameFront-Facing Camera Bracket 
price: 109.99 
priceCurrency: USD","title: iPhone XR Screen - Fix Kit / Nieuw / Part Only / Nieuw 
description: Glass Digitizer Face6.1 inch IPS LCD 828×1792 Display Front Panel FrameFront-Facing Camera Bracket 
price: 109.99 
priceCurrency: USD",True,"title: iPhone XR Screen - Fix Kit / новое / Part Only / новое 
description: Glass Digitizer Face6.1 inch IPS LCD 828×1792 Display Front Panel FrameFront-Facing Camera Bracket 
price: 109.99 
priceCurrency: USD

###

title: iPhone XR Screen - Fix Kit / Nieuw / Part Only / Nieuw 
description: Glass Digitizer Face6.1 inch IPS LCD 828×1792 Display Front Panel FrameFront-Facing Camera Bracket 
price: 109.99 
priceCurrency: USD

###

Same product?", yes,True,True,True
"title: SanDisk 32GB Micro SD Extreme 
description: SanDisk 32GB Micro SD Extreme - Get extreme speed and performance with the SanDisk Extreme microSDHC or microSDXC UHS-I Memory Card.","brand: SanDisk 
title: SanDisk Extreme PRO SDHC 32GB 300MB UHS-II SDSDXPK-032G-GN4IN 
description: SanDisk Extreme PRO SDHC 32GB 300MB UHS-II SDSDXPK-032G-GN4IN 
price: 79.99 
priceCurrency: EUR",False,"title: SanDisk 32GB Micro SD Extreme 
description: SanDisk 32GB Micro SD Extreme - Get extreme speed and performance with the SanDisk Extreme microSDHC or microSDXC UHS-I Memory Card.

###

brand: SanDisk 
title: SanDisk Extreme PRO SDHC 32GB 300MB UHS-II SDSDXPK-032G-GN4IN 
description: SanDisk Extreme PRO SDHC 32GB 300MB UHS-II SDSDXPK-032G-GN4IN 
price: 79.99 
priceCurrency: EUR

###

Same product?", no,True,False,False
"title: Newell LetraTAG (12mm) Plastic Tape (Black on Yellow) 
description: These tapes are designed for your convenience for either LetraTAG model. Use them to organize your basement, garage, kitchen or office in a variety of styles that adhere to a range of surfaces, in a rainbow of eye-catching colours. Colourful and easy to use, these tapes accommodate your on-the-go labeling in kitchen, garage and office. 
price: 4.64E0 
priceCurrency: GBP","brand: Dymo 
title: Genuine Dymo 18769 Black On White LetraTag Iron-On Fabric Tape 12mm x 2m (S0718850 Tape) 
price: 10.57 
priceCurrency: GBP",False,"title: Newell LetraTAG (12mm) Plastic Tape (Black on Yellow) 
description: These tapes are designed for your convenience for either LetraTAG model. Use them to organize your basement, garage, kitchen or office in a variety of styles that adhere to a range of surfaces, in a rainbow of eye-catching colours. Colourful and easy to use, these tapes accommodate your on-the-go labeling in kitchen, garage and office. 
price: 4.64E0 
priceCurrency: GBP

###

brand: Dymo 
title: Genuine Dymo 18769 Black On White LetraTag Iron-On Fabric Tape 12mm x 2m (S0718850 Tape) 
price: 10.57 
priceCurrency: GBP

###

Same product?", no,False,False,False
"title: Tissot T-Race Cycling T111.417.27.441.00 
price: 433.78 
priceCurrency: EUR","brand: Tissot 
title: Tissot Mens T-Race Cycling Dark Blue Watch T111.417.37.441.06 
description: T-RACE DRK SS BLU RUB SW 
price: 385.95 
priceCurrency: GBP",False,"title: Tissot T-Race Cycling T111.417.27.441.00 
price: 433.78 
priceCurrency: EUR

###

brand: Tissot 
title: Tissot Mens T-Race Cycling Dark Blue Watch T111.417.37.441.06 
description: T-RACE DRK SS BLU RUB SW 
price: 385.95 
priceCurrency: GBP

###

Same product?", no,True,True,True
"title: Mens Tissot Tradition Chronograph Watch T0636171103700 
description: Tissot Tradition T0636171103700 is an amazing and special Gents watch from T-Classic collection. Case is made out of Stainless Steel and the White dial gives the watch that unique look. The features of the watch include (among others) a chronograph and date function. In regards to the water resistance, the watch has got a resistancy up to 30 metres. It means it can be worn in scenarios where it is likely to be splashed but not immersed in water. It can be worn while washing your hands and will be fine in rain. The watch is shipped with an original box and a guarantee from the manufacturer. 
price: 380.00 
priceCurrency: GBP","title: Mens Raymond Weil Toccata Watch 5488-STC-00300 
description: Raymond Weil Toccata 5488-STC-00300 is a super very impressive Gents watch. Case material is Stainless Steel and the White dial gives the watch that unique look. The features of the watch include (among others) a date function. 50 metres water resistancy will protect the watch and allows it to be submerged in water for periods, so can be used for swimming and fishing. It is not reccomended for high impact water sports. We ship it with an original box and a guarantee from the manufacturer. 
price: 595.00 
priceCurrency: GBP",False,"title: Mens Tissot Tradition Chronograph Watch T0636171103700 
description: Tissot Tradition T0636171103700 is an amazing and special Gents watch from T-Classic collection. Case is made out of Stainless Steel and the White dial gives the watch that unique look. The features of the watch include (among others) a chronograph and date function. In regards to the water resistance, the watch has got a resistancy up to 30 metres. It means it can be worn in scenarios where it is likely to be splashed but not immersed in water. It can be worn while washing your hands and will be fine in rain. The watch is shipped with an original box and a guarantee from the manufacturer. 
price: 380.00 
priceCurrency: GBP

###

title: Mens Raymond Weil Toccata Watch 5488-STC-00300 
description: Raymond Weil Toccata 5488-STC-00300 is a super very impressive Gents watch. Case material is Stainless Steel and the White dial gives the watch that unique look. The features of the watch include (among others) a date function. 50 metres water resistancy will protect the watch and allows it to be submerged in water for periods, so can be used for swimming and fishing. It is not reccomended for high impact water sports. We ship it with an original box and a guarantee from the manufacturer. 
price: 595.00 
priceCurrency: GBP

###

Same product?", no,False,False,False
"title: DJI Mavic 2 Enterprise Zoom Drone with Smart Controller 
description: A robust drone with commercial durability and endless versatility to get every job done right.The DJI Mavic 2 Enterprise Zoom Drone is a foldable commercial drone  
price: 2995.00 
priceCurrency: USD","title: Mavic Mini Drone by DJI - Fly More Combo 
description: Fly with FreedomFly as you are. The Mavic Mini Drone Fly More Combo by DJI includes everything you need to get started and enjoy safe, convenient flying. 
price: 499.00 
priceCurrency: USD",False,"title: DJI Mavic 2 Enterprise Zoom Drone with Smart Controller 
description: A robust drone with commercial durability and endless versatility to get every job done right.The DJI Mavic 2 Enterprise Zoom Drone is a foldable commercial drone  
price: 2995.00 
priceCurrency: USD

###

title: Mavic Mini Drone by DJI - Fly More Combo 
description: Fly with FreedomFly as you are. The Mavic Mini Drone Fly More Combo by DJI includes everything you need to get started and enjoy safe, convenient flying. 
price: 499.00 
priceCurrency: USD

###

Same product?", no,False,False,False
"title: D-Link Switch 8 Porte Gigabit Poe Smart Managed 
price: 158.20","title: Hikvision Web-Managed PoE Switch:24x100M, 2x1000M Combo Port 
description: The DS-3E1326P-E is a Layer 2 web managed switch that requires no configuration and has 24 10/100Mbps PoE (Power over Ethernet) ports and 2 Combo Gigabit ethernet/SPF ports for uplink. It can automatically detect and supply power to all IEEE 802.3af/at compliant powered devices. With the Extended Transmission mode feature, the maximum data transmission and power supply distance of the corresponding port can be extended to 250 meters via CAT5e twisted pair or above. The all-metal design of the complete machine guarantees a firm structure, convenient usage and good reliability. The switch can be used in surveillance scenes such as parks, public security, buildings and more.FEATURES802.3af/at PoE standard8-core power supply technology, reducing the power circuit lossData monitor and control for the important portsEXTEND mode available to extend the network cable transmission distance to 250 metersBuffer optimisation to guarantee the video data transmissionVLAN configurable]Po
price: 833.80 
priceCurrency: AUD",False,"title: D-Link Switch 8 Porte Gigabit Poe Smart Managed 
price: 158.20

###

title: Hikvision Web-Managed PoE Switch:24x100M, 2x1000M Combo Port 
description: The DS-3E1326P-E is a Layer 2 web managed switch that requires no configuration and has 24 10/100Mbps PoE (Power over Ethernet) ports and 2 Combo Gigabit ethernet/SPF ports for uplink. It can automatically detect and supply power to all IEEE 802.3af/at compliant powered devices. With the Extended Transmission mode feature, the maximum data transmission and power supply distance of the corresponding port can be extended to 250 meters via CAT5e twisted pair or above. The all-metal design of the complete machine guarantees a firm structure, convenient usage and good reliability. The switch can be used in surveillance scenes such as parks, public security, buildings and more.FEATURES802.3af/at PoE standard8-core power supply technology, reducing the power circuit lossData monitor and control for the important portsEXTEND mode available to extend the network cable transmission distance to 250 metersBuffer optimisation to guarantee the video data transmissionVLAN configurable]Po
price: 833.80 
priceCurrency: AUD

###

Same product?", no,False,False,False
"brand: Seiko 
title: Seiko Mens Prospex Divers Automatic Blue Rubber Strap Watch SPB053J1 
description: BLK SS\\/ RUB SW BLU DT DL 
price: 743.07 
priceCurrency: GBP","title: Hamilton Navy Scuba H82315331 Black Rubber Strap Automatic Watch 
description: REFERENCEH82315331STRAP REF.H600.823.103STRAP MATERIALBlack RubberCALIBERH-10Automatic 40 mm 12.95 mm Screw Down Stainless Steel 20 mmPlease contact us for special pricing. 
price: 745.0 
priceCurrency: USD",False,"brand: Seiko 
title: Seiko Mens Prospex Divers Automatic Blue Rubber Strap Watch SPB053J1 
description: BLK SS\\/ RUB SW BLU DT DL 
price: 743.07 
priceCurrency: GBP

###

title: Hamilton Navy Scuba H82315331 Black Rubber Strap Automatic Watch 
description: REFERENCEH82315331STRAP REF.H600.823.103STRAP MATERIALBlack RubberCALIBERH-10Automatic 40 mm 12.95 mm Screw Down Stainless Steel 20 mmPlease contact us for special pricing. 
price: 745.0 
priceCurrency: USD

###

Same product?", no,False,False,False
